종목코드,종목명,현재가,NAV,3개월수익률,거래량,거래대금,시가총액(억),등락률
0176P0,FOCUS AI반도체위클리고정커버드콜,12920,12925.0,-11.6551,17385,229,71,-1.75
256450,PLUS 심천차이넥스트(합성),14020,14379.0,-25.4441,720,10,70,-1.75
139290,TIGER 200 경기소비재,25000,24982.0,-25.734,108,2,70,-1.17
0082F0,HANARO 유럽방산,9995,9968.0,-8.6738,1843,18,70,0.45
429740,PLUS K리츠,6065,6119.0,2.8721,13765,83,70,0.41
250780,TIGER 코스닥150선물인버스,2485,2506.0,9.3959,389138,947,70,1.64
400590,SOL 글로벌탄소배출권선물ICE(합성),13860,13967.0,-6.5358,222,3,69,0.43
0138D0,RISE 동학개미,12590,12616.0,-21.6308,3599,46,69,-1.14
450180,KODEX 한중전기차(합성),10625,10536.0,-27.0501,28,0,69,-0.89
0036Z0,RISE 미국천연가스밸류체인,12305,12258.0,-11.2094,1046,12,68,0.16
289670,PLUS 국채선물10년,51970,51906.0,0.1734,281,14,67,0.01
0166T0,PLUS 글로벌저작권핵심기업액티브,9375,9524.0,-9.1955,31952,301,66,-1.11
0047N0,PLUS 차이나AI테크TOP10,9365,9324.0,-18.4324,553,5,66,-1.11
176950,KODEX 국채선물10년인버스,60600,60648.0,0.8655,401,24,65,0.01
138920,KODEX 콩선물(H),13020,13013.0,12.7799,5611,72,65,1.4
456200,PLUS 미국달러SOFR금리액티브(합성),58245,58331.0,-12.2229,6,0,64,0.07
291890,KODEX MSCI EM선물(H),12655,12578.0,1.6887,71,0,63,0.08
316300,ACE 싱가포르리츠,12465,12487.0,-13.3196,1267,15,62,0.4
474390,SOL 국고채30년액티브,40385,40219.0,-4.9009,10,0,62,0.3
469530,RISE 미국달러선물인버스,9680,9665.0,14.7443,675,6,62,0.31
307510,TIGER 의료기기,12290,12260.0,-17.3176,3407,41,61,0.41
0114X0,RISE 글로벌게임테크TOP3Plus,8710,8744.0,-2.1385,262,2,61,0.17
451670,RISE 국채30년레버리지(합성),11960,11955.0,-11.5172,17,0,60,-0.21
0191B0,MIDAS 코스닥액티브,29730,29213.0,-17.7546,2672,80,59,-0.65
314700,HANARO 농업융복합산업,10800,10744.0,-9.5707,325,3,59,-0.32
400580,SOL 유럽탄소배출권선물S&P(H),11850,11896.0,8.2034,23,0,59,0.38
483020,KIWOOM 의료AI,9090,9087.0,-9.6457,2198,20,59,-0.98
0184V0,UNICORN K바이오액티브,5585,5584.0,-28.2664,9098,51,59,-2.19
407300,HANARO Fn골프테마,10660,10615.0,-18.2979,14,0,59,0.66
433250,UNICORN R&D 액티브,23420,23410.0,-19.8265,3,0,59,-0.57
0229F0,마이티 신약포커스바이오액티브,8930,8938.0,,4568,41,58,-2.67
0087F0,ACE 차이나AI빅테크TOP2+액티브,11605,11604.0,-16.9089,1380,16,58,-0.98
0053M0,더제이 중소형포커스액티브,12825,12879.0,-12.2388,1000,13,58,-1.46
488200,KIWOOM K-2차전지북미공급망,12790,12803.0,-16.6862,10210,134,58,-2.4
401590,HANARO 글로벌탄소배출권선물ICE(합성),11025,11134.0,-8.1138,175,1,56,0.36
267450,RISE 미국장기국채선물인버스(H),11200,11144.0,2.9465,92,1,56,0.18
390400,KODEX 미국스마트모빌리티S&P,6960,6968.0,-26.6353,216,1,56,0.58
432600,RISE 국채선물3년,55335,55321.0,1.254,3,0,55,0.05
220130,SOL 차이나강소기업CSI500(합성 H),6870,6864.0,-4.4242,5716,39,55,0.96
499150,SOL 미국S&P500엔화노출(H),10965,10960.0,-9.931,1906,20,55,2.24
238670,PLUS 스마트베타Quality채권혼합,13650,13532.0,2.9001,7054,96,55,-0.07
219900,ACE 중국본토CSI300레버리지(합성),3885,3934.0,-32.1244,1013,3,54,-1.15
470310,UNICORN 생성형AI강소기업액티브,18110,18143.0,7.8285,452,8,54,-4.03
0102X0,ACE 유럽방산TOP10,8890,8926.0,-10.3181,1220,10,53,-0.06
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),10620,10620.0,-1.8889,4753,50,53,0.33
483030,KIWOOM 미국블록버스터바이오테크의약품+,11787,11841.0,-0.7277,421,4,53,-0.15
321410,KODEX 멀티에셋하이인컴(H),10600,10687.0,0.7592,0,0,53,0.0
476310,RISE 글로벌비만산업TOP2+,9595,9764.0,-8.0329,652,6,53,-0.67
413220,SOL 차이나태양광CSI(합성),4335,4386.0,-32.3138,5131,22,52,0.46
0174J0,DAISHIN 오피스리츠플러스,8655,8740.0,2.8504,22016,190,52,1.05
0132D0,KoAct 글로벌K컬처밸류체인액티브,9380,9449.0,1.9417,256,2,52,-0.74
295000,RISE 국채선물10년,51265,51220.0,0.0976,3,0,51,0.07
490330,KoAct 미국치매&뇌질환치료제액티브,14355,14404.0,-0.4852,598,8,50,-0.03
411860,KIWOOM 독일DAX,16545,16642.0,-8.5416,490,8,50,-0.45
291630,KIWOOM 코스닥150선물레버리지,3350,3301.0,-45.8075,41846,145,49,-4.01
267440,RISE 미국장기국채선물(H),8070,8065.0,-1.2263,61,0,48,0.19
498610,RISE 인도디지털성장,8020,8043.0,-5.3981,295,2,48,-0.56
0073X0,FOCUS 알리바바미국채커버드콜혼합,8710,8709.0,-16.666,806,7,48,0.69
488210,KIWOOM K-반도체북미공급망,23900,23914.0,-7.7726,4772,117,48,-1.06
0154H0,KoAct 차이나바이오헬스케어액티브,8645,8754.0,8.9937,11229,95,48,-0.23
244660,KODEX 퀄리티Plus,9475,9477.0,1.715,42,0,47,-0.05
0015K0,TIGER 미국소비트렌드액티브,6930,6921.0,-11.0328,700,4,47,-0.07
266550,PLUS 중형주저변동50,18840,18746.0,-0.2669,2,0,47,0.8
0078V0,PLUS 미국로보택시,9385,9343.0,-19.675,348,3,47,-0.05
243890,TIGER 200에너지화학레버리지,8935,9003.0,-21.9795,12583,116,47,-1.87
227560,TIGER 200 생활소비재,12755,12775.0,1.477,4111,52,46,-0.12
391600,ACE 미국친환경그린테마,10185,10234.0,-26.1673,1147,11,46,-0.15
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,6500,6528.0,-18.763,2151,14,46,-1.66
205720,ACE 일본TOPIX인버스(합성 H),1457,1468.0,-5.432,1076,1,44,0.83
373790,KIWOOM 미국방어배당성장나스닥,15300,15298.0,-7.621,1627,24,43,0.2
277650,TIGER 코스피중형주,21230,21166.0,-7.5778,15,0,42,0.62
0131A0,SOL 차이나소비트렌드,7515,7608.0,-22.4616,453,3,41,-0.6
226380,ACE Fn성장소비주도주,5875,5879.0,0.4219,275,1,41,-1.26
0050E0,PLUS 미국AI에이전트,8180,8185.0,-12.8192,1217,9,41,-0.18
334690,RISE 팔라듐선물(H),6245,6256.0,5.5462,2036,12,41,-0.56
291680,RISE 차이나H선물인버스(H),7805,7850.0,-1.0166,23,0,39,0.19
252420,RISE 200선물인버스2X,76,76.0,-15.3847,4737030,344,38,-1.3
225030,TIGER 미국S&P500선물인버스(H),2250,2252.0,-1.9651,924,2,37,0.22
267490,RISE 미국장기국채선물레버리지(합성 H),5010,5003.0,-4.9336,18,0,35,0.0
427120,RISE AI플랫폼,5155,5152.0,-9.5239,12384,64,35,-3.1
0079X0,ACE BYD밸류체인액티브,9615,9607.0,-20.2141,424,4,34,-0.77
454180,KIWOOM 차이나내수소비TOP CSI,7370,7422.0,-12.3697,4,0,29,-0.87
306530,HANARO 코스닥150선물레버리지,6660,6573.0,-45.4723,11760,81,29,-4.65
476000,UNICORN 포스트IPO액티브,5135,5148.0,-34.3099,38748,198,28,1.78
145670,ACE 인버스,1262,1265.0,0.5582,171683,213,28,0.08
491630,RISE 미국반도체인버스(합성 H),5270,5381.0,2.8292,1458,7,28,0.0
280940,KODEX 골드선물인버스(H),3395,3408.0,0.7374,1008,3,27,-0.59
252410,RISE 200선물인버스,1281,1288.0,0.7025,20241,25,26,-0.7
291620,KIWOOM 코스닥150선물인버스,4400,4439.0,8.7011,16178,69,25,2.09
275750,RISE 코스닥150선물인버스,2500,2536.0,9.0507,4794,11,24,1.21
253230,KIWOOM 200선물인버스2X,72,73.0,-15.1163,3974796,279,22,-1.37
280320,ACE 미국IT인터넷(합성 H),21610,21811.0,2.2485,254,5,22,0.05
334700,RISE 팔라듐선물인버스(H),3115,3137.0,-11.1112,4,0,20,-0.16
253240,KIWOOM 200선물인버스,1286,1288.0,1.1829,65496,82,16,0.23
306520,HANARO 200선물인버스,2320,2329.0,0.2159,21332,48,14,0.0
253160,PLUS 200선물인버스2X,149,148.0,-16.6667,1768390,254,12,-0.67
261920,ACE MSCI필리핀(합성),11920,12034.0,-12.2885,63,0,12,0.0
412560,TIGER BBIG레버리지,1657,1660.0,-26.6391,23715,40,11,-6.28
465620,ACE 미국빅테크TOP7 Plus인버스(합성),6560,6555.0,7.3831,86,0,7,0.23
